date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,city,country
2015-01-02 00:00:00,11.1,,,,,,5.4,,,,Islamabad,Pakistan
2015-01-03 00:00:00,11.3,6.7,18.8,,,,1.4,,,,Islamabad,Pakistan
2015-01-04 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-01-05 00:00:00,10.9,5.7,17.8,,,,7.4,,,,Islamabad,Pakistan
2015-01-06 00:00:00,11.1,,,,,,8.7,,,,Islamabad,Pakistan
2015-01-07 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-01-08 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-01-09 00:00:00,10.6,3.7,19.8,,,,5.0,,,,Islamabad,Pakistan
2015-01-10 00:00:00,9.9,,,,,,4.1,,,,Islamabad,Pakistan
2015-01-11 00:00:00,11.7,,,,,,3.4,,,,Islamabad,Pakistan
2015-01-12 00:00:00,9.9,,,,,,9.9,,,,Islamabad,Pakistan
2015-01-13 00:00:00,9.4,,,,,,10.2,,,,Islamabad,Pakistan
2015-01-14 00:00:00,11.9,,,,,,11.1,,,,Islamabad,Pakistan
2015-01-15 00:00:00,12.3,,,,,,4.4,,,,Islamabad,Pakistan
2015-01-16 00:00:00,11.5,,,,,,6.4,,,,Islamabad,Pakistan
2015-01-17 00:00:00,11.5,,,,,,3.8,,,,Islamabad,Pakistan
2015-01-18 00:00:00,11.5,5.8,19.7,,,,6.7,,,,Islamabad,Pakistan
2015-01-19 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-01-20 00:00:00,11.7,5.7,17.8,,,,5.8,,,,Islamabad,Pakistan
2015-01-21 00:00:00,9.6,,12.3,0.0,,,16.6,,,,Islamabad,Pakistan
2015-01-22 00:00:00,10.5,,,,,,19.6,,,,Islamabad,Pakistan
2015-01-23 00:00:00,10.1,7.7,12.8,,,,3.4,,,,Islamabad,Pakistan
2015-01-24 00:00:00,9.9,,,,,,3.0,,,,Islamabad,Pakistan
2015-01-25 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-01-26 00:00:00,10.4,,,,,,6.4,,,,Islamabad,Pakistan
2015-01-27 00:00:00,9.6,6.2,14.8,,,,11.6,,,,Islamabad,Pakistan
2015-01-28 00:00:00,9.0,,,,,,13.4,,,,Islamabad,Pakistan
2015-01-29 00:00:00,10.0,,,,,,8.9,,,,Islamabad,Pakistan
2015-01-30 00:00:00,9.6,2.8,16.8,,,,12.8,,,,Islamabad,Pakistan
2015-01-31 00:00:00,10.7,,,,,,7.0,,,,Islamabad,Pakistan
2015-02-01 00:00:00,10.4,,17.0,0.0,,,,,,,Islamabad,Pakistan
2015-02-02 00:00:00,11.6,,,,,,17.0,,,,Islamabad,Pakistan
2015-02-03 00:00:00,12.1,,,,,,9.9,,,,Islamabad,Pakistan
2015-02-04 00:00:00,11.9,,,,,,12.5,,,,Islamabad,Pakistan
2015-02-05 00:00:00,12.8,4.7,22.8,,,,5.7,,,,Islamabad,Pakistan
2015-02-06 00:00:00,,,,,,,6.2,,,,Islamabad,Pakistan
2015-02-07 00:00:00,9.8,6.2,13.8,,,,9.9,,,,Islamabad,Pakistan
2015-02-08 00:00:00,12.3,,,,,,6.0,,,,Islamabad,Pakistan
2015-02-09 00:00:00,13.6,5.8,21.8,,,,7.3,,,,Islamabad,Pakistan
2015-02-10 00:00:00,14.0,,,,,,5.7,,,,Islamabad,Pakistan
2015-02-11 00:00:00,14.2,7.7,23.3,,,,5.0,,,,Islamabad,Pakistan
2015-02-12 00:00:00,14.7,,,,,,10.5,,,,Islamabad,Pakistan
2015-02-13 00:00:00,15.5,,,,,,7.8,,,,Islamabad,Pakistan
2015-02-14 00:00:00,16.3,8.7,24.8,,,,13.9,,,,Islamabad,Pakistan
2015-02-15 00:00:00,18.1,,25.3,0.0,,,,,,,Islamabad,Pakistan
2015-02-16 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-02-17 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-02-18 00:00:00,15.6,,,,,,12.3,,,,Islamabad,Pakistan
2015-02-19 00:00:00,12.6,,,,,,21.9,,,,Islamabad,Pakistan
2015-02-20 00:00:00,12.4,,,,,,13.3,,,,Islamabad,Pakistan
2015-02-21 00:00:00,15.4,,,,,,12.3,,,,Islamabad,Pakistan
2015-02-22 00:00:00,17.5,10.8,24.8,,,,11.5,,,,Islamabad,Pakistan
2015-02-23 00:00:00,18.2,,,,,,6.4,,,,Islamabad,Pakistan
2015-02-24 00:00:00,16.4,,,,,,27.8,,,,Islamabad,Pakistan
2015-02-25 00:00:00,13.8,,,,,,31.1,,,,Islamabad,Pakistan
2015-02-26 00:00:00,12.5,,,,,,22.2,,,,Islamabad,Pakistan
2015-02-27 00:00:00,13.9,8.2,20.8,,,,7.0,,,,Islamabad,Pakistan
2015-02-28 00:00:00,14.3,,,,,,6.5,,,,Islamabad,Pakistan
2015-03-01 00:00:00,12.1,,,,,,14.4,,,,Islamabad,Pakistan
2015-03-02 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-03-03 00:00:00,11.4,,15.3,114.0,,,,,,,Islamabad,Pakistan
2015-03-04 00:00:00,12.8,6.8,18.8,,,,7.8,,,,Islamabad,Pakistan
2015-03-05 00:00:00,11.6,,,,,,16.6,,,,Islamabad,Pakistan
2015-03-06 00:00:00,13.0,,,,,,8.5,,,,Islamabad,Pakistan
2015-03-07 00:00:00,10.9,,,,,,16.8,,,,Islamabad,Pakistan
2015-03-08 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-03-09 00:00:00,12.7,6.8,19.8,,,,13.9,,,,Islamabad,Pakistan
2015-03-10 00:00:00,,,,,,,10.5,,,,Islamabad,Pakistan
2015-03-11 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-03-12 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-03-13 00:00:00,17.8,,,,,,8.0,,,,Islamabad,Pakistan
2015-03-14 00:00:00,18.9,11.8,24.8,,,,14.1,,,,Islamabad,Pakistan
2015-03-15 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-03-16 00:00:00,12.8,11.7,14.8,,,,14.9,,,,Islamabad,Pakistan
2015-03-17 00:00:00,16.4,12.2,21.2,,,,11.1,,,,Islamabad,Pakistan
2015-03-18 00:00:00,17.8,10.8,23.8,,,,12.9,,,,Islamabad,Pakistan
2015-03-19 00:00:00,18.9,11.8,25.8,,,,10.4,,,,Islamabad,Pakistan
2015-03-20 00:00:00,19.5,,,,,,8.8,,,,Islamabad,Pakistan
2015-03-21 00:00:00,20.1,,,,,,8.4,,,,Islamabad,Pakistan
2015-03-22 00:00:00,,,,,,,16.0,,,,Islamabad,Pakistan
2015-03-23 00:00:00,22.3,,,,,,8.7,,,,Islamabad,Pakistan
2015-03-24 00:00:00,22.4,16.8,29.8,,,,15.6,,,,Islamabad,Pakistan
2015-03-25 00:00:00,21.4,,30.2,27.9,,,15.0,,,,Islamabad,Pakistan
2015-03-26 00:00:00,,,,,,,6.8,,,,Islamabad,Pakistan
2015-03-27 00:00:00,23.2,,,,,,14.6,,,,Islamabad,Pakistan
2015-03-28 00:00:00,22.7,,,,,,,,,,Islamabad,Pakistan
2015-03-29 00:00:00,16.4,14.8,17.8,,,,30.0,,,,Islamabad,Pakistan
2015-03-30 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-03-31 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-04-01 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-04-02 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-04-03 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-04-04 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-04-05 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-04-06 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-04-07 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-04-08 00:00:00,20.3,,,,,,12.3,,,,Islamabad,Pakistan
2015-04-09 00:00:00,22.0,,,,,,12.3,,,,Islamabad,Pakistan
2015-04-10 00:00:00,23.4,,30.8,0.0,,,15.9,,,,Islamabad,Pakistan
2015-04-11 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-04-12 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-04-13 00:00:00,25.2,,,,,,14.7,,,,Islamabad,Pakistan
2015-04-14 00:00:00,26.2,,,,,,16.2,,,,Islamabad,Pakistan
2015-04-15 00:00:00,23.8,,,,,,20.4,,,,Islamabad,Pakistan
2015-04-16 00:00:00,21.0,,,,,,15.7,,,,Islamabad,Pakistan
2015-04-17 00:00:00,23.6,,,,,,12.9,,,,Islamabad,Pakistan
2015-04-18 00:00:00,24.3,,,,,,11.4,,,,Islamabad,Pakistan
2015-04-19 00:00:00,,,,,,,24.6,,,,Islamabad,Pakistan
2015-04-20 00:00:00,23.6,,,,,,25.1,,,,Islamabad,Pakistan
2015-04-21 00:00:00,24.6,,,,,,10.3,,,,Islamabad,Pakistan
2015-04-22 00:00:00,25.9,18.7,33.3,0.0,,,14.1,,,,Islamabad,Pakistan
2015-04-23 00:00:00,26.7,,,,,,14.1,,,,Islamabad,Pakistan
2015-04-24 00:00:00,27.2,,,,,,11.4,,,,Islamabad,Pakistan
2015-04-25 00:00:00,27.6,,,,,,12.1,,,,Islamabad,Pakistan
2015-04-26 00:00:00,27.2,,,,,,24.3,,,,Islamabad,Pakistan
2015-04-27 00:00:00,19.2,,,,,,28.1,,,,Islamabad,Pakistan
2015-04-28 00:00:00,23.6,,,,,,10.0,,,,Islamabad,Pakistan
2015-04-29 00:00:00,25.6,,,,,,13.2,,,,Islamabad,Pakistan
2015-04-30 00:00:00,21.6,,,,,,26.6,,,,Islamabad,Pakistan
2015-05-01 00:00:00,23.9,,,,,,14.7,,,,Islamabad,Pakistan
2015-05-02 00:00:00,25.4,,32.3,,,,,,,,Islamabad,Pakistan
2015-05-03 00:00:00,26.6,,,,,,13.8,,,,Islamabad,Pakistan
2015-05-04 00:00:00,,,,,,,15.3,,,,Islamabad,Pakistan
2015-05-05 00:00:00,28.4,,,,,,13.7,,,,Islamabad,Pakistan
2015-05-06 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-05-07 00:00:00,30.5,,,,,,11.6,,,,Islamabad,Pakistan
2015-05-08 00:00:00,31.6,25.8,38.7,,,,17.4,,,,Islamabad,Pakistan
2015-05-09 00:00:00,29.4,,,,,,28.0,,,,Islamabad,Pakistan
2015-05-10 00:00:00,30.2,,36.8,0.0,,,9.4,,,,Islamabad,Pakistan
2015-05-11 00:00:00,24.9,,31.3,,,,23.5,,,,Islamabad,Pakistan
2015-05-12 00:00:00,21.5,,,,,,14.0,,,,Islamabad,Pakistan
2015-05-13 00:00:00,24.7,18.7,31.3,0.0,,,14.0,,,,Islamabad,Pakistan
2015-05-14 00:00:00,24.0,,,,,,13.0,,,,Islamabad,Pakistan
2015-05-15 00:00:00,26.2,18.7,32.8,,,,12.7,,,,Islamabad,Pakistan
2015-05-16 00:00:00,28.6,21.2,35.8,,,,11.9,,,,Islamabad,Pakistan
2015-05-17 00:00:00,26.0,,,,,,19.5,,,,Islamabad,Pakistan
2015-05-18 00:00:00,27.2,20.7,34.8,,,,21.4,,,,Islamabad,Pakistan
2015-05-19 00:00:00,28.6,,,,,,17.1,,,,Islamabad,Pakistan
2015-05-20 00:00:00,28.8,21.7,35.8,,,,10.4,,,,Islamabad,Pakistan
2015-05-21 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-05-22 00:00:00,30.4,,,,,,9.6,,,,Islamabad,Pakistan
2015-05-23 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-05-24 00:00:00,29.4,,,,,,22.5,,,,Islamabad,Pakistan
2015-05-25 00:00:00,28.5,,,,,,22.2,,,,Islamabad,Pakistan
2015-05-26 00:00:00,27.3,,,,,,,,,,Islamabad,Pakistan
2015-05-27 00:00:00,29.7,,,,,,10.2,,,,Islamabad,Pakistan
2015-05-28 00:00:00,31.0,,,,,,9.7,,,,Islamabad,Pakistan
2015-05-29 00:00:00,29.8,,,,,,20.2,,,,Islamabad,Pakistan
2015-05-30 00:00:00,30.1,,,,,,12.6,,,,Islamabad,Pakistan
2015-05-31 00:00:00,29.8,,,,,,19.2,,,,Islamabad,Pakistan
2015-06-01 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-06-02 00:00:00,27.7,,,,,,21.0,,,,Islamabad,Pakistan
2015-06-03 00:00:00,24.7,,,,,,22.2,,,,Islamabad,Pakistan
2015-06-04 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-06-05 00:00:00,24.9,,,,,,16.7,,,,Islamabad,Pakistan
2015-06-06 00:00:00,28.3,,,,,,5.2,,,,Islamabad,Pakistan
2015-06-07 00:00:00,30.8,,38.8,0.0,,,,,,,Islamabad,Pakistan
2015-06-08 00:00:00,32.2,,,,,,18.6,,,,Islamabad,Pakistan
2015-06-09 00:00:00,32.8,,,,,,12.9,,,,Islamabad,Pakistan
2015-06-10 00:00:00,30.5,,,,,,27.1,,,,Islamabad,Pakistan
2015-06-11 00:00:00,30.0,,,,,,10.9,,,,Islamabad,Pakistan
2015-06-12 00:00:00,32.9,,,,,,13.6,,,,Islamabad,Pakistan
2015-06-13 00:00:00,32.2,,,,,,26.2,,,,Islamabad,Pakistan
2015-06-14 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-06-15 00:00:00,27.0,,,,,,22.6,,,,Islamabad,Pakistan
2015-06-16 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-06-17 00:00:00,33.2,,,,,,13.7,,,,Islamabad,Pakistan
2015-06-18 00:00:00,34.2,,,,,,12.0,,,,Islamabad,Pakistan
2015-06-19 00:00:00,35.6,,,,,,12.9,,,,Islamabad,Pakistan
2015-06-20 00:00:00,32.5,,,,,,25.5,,,,Islamabad,Pakistan
2015-06-21 00:00:00,,,,,,,17.5,,,,Islamabad,Pakistan
2015-06-22 00:00:00,32.3,,,,,,21.1,,,,Islamabad,Pakistan
2015-06-23 00:00:00,29.3,,,,,,18.2,,,,Islamabad,Pakistan
2015-06-24 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-06-25 00:00:00,27.4,,,,,,15.3,,,,Islamabad,Pakistan
2015-06-26 00:00:00,29.9,,,,,,14.0,,,,Islamabad,Pakistan
2015-06-27 00:00:00,32.0,24.7,37.8,,,,14.2,,,,Islamabad,Pakistan
2015-06-28 00:00:00,33.2,,,,,,13.2,,,,Islamabad,Pakistan
2015-06-29 00:00:00,30.1,,,,,,24.2,,,,Islamabad,Pakistan
2015-06-30 00:00:00,27.8,,,,,,13.4,,,,Islamabad,Pakistan
2015-07-01 00:00:00,30.2,,,,,,19.0,,,,Islamabad,Pakistan
2015-07-02 00:00:00,27.3,,,,,,17.6,,,,Islamabad,Pakistan
2015-07-03 00:00:00,31.1,,,,,,9.7,,,,Islamabad,Pakistan
2015-07-04 00:00:00,33.4,,,,,,11.6,,,,Islamabad,Pakistan
2015-07-05 00:00:00,34.6,29.7,39.7,,,,12.3,,,,Islamabad,Pakistan
2015-07-06 00:00:00,30.0,,,,,,27.2,,,,Islamabad,Pakistan
2015-07-07 00:00:00,27.2,24.8,28.8,,,,21.6,,,,Islamabad,Pakistan
2015-07-08 00:00:00,30.4,26.3,34.8,,,,14.0,,,,Islamabad,Pakistan
2015-07-09 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-07-10 00:00:00,26.1,,,,,,23.1,,,,Islamabad,Pakistan
2015-07-11 00:00:00,26.2,,,,,,19.7,,,,Islamabad,Pakistan
2015-07-12 00:00:00,25.4,,,,,,17.0,,,,Islamabad,Pakistan
2015-07-13 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-07-14 00:00:00,30.4,24.8,35.8,,,,10.9,,,,Islamabad,Pakistan
2015-07-15 00:00:00,32.3,,,,,,12.5,,,,Islamabad,Pakistan
2015-07-16 00:00:00,30.9,,,,,,18.8,,,,Islamabad,Pakistan
2015-07-17 00:00:00,24.4,,,,,,23.1,,,,Islamabad,Pakistan
2015-07-18 00:00:00,27.3,23.7,31.8,,,,17.3,,,,Islamabad,Pakistan
2015-07-19 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-07-20 00:00:00,28.7,,,,,,19.1,,,,Islamabad,Pakistan
2015-07-21 00:00:00,25.1,,,,,,,,,,Islamabad,Pakistan
2015-07-22 00:00:00,29.4,,,,,,11.6,,,,Islamabad,Pakistan
2015-07-23 00:00:00,28.8,,,,,,17.3,,,,Islamabad,Pakistan
2015-07-24 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-07-25 00:00:00,29.7,,,,,,16.7,,,,Islamabad,Pakistan
2015-07-26 00:00:00,27.1,,,,,,18.4,,,,Islamabad,Pakistan
2015-07-27 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-07-28 00:00:00,27.6,23.7,31.8,,,,15.9,,,,Islamabad,Pakistan
2015-07-29 00:00:00,30.3,,,,,,,,,,Islamabad,Pakistan
2015-07-30 00:00:00,28.5,,,,,,19.4,,,,Islamabad,Pakistan
2015-07-31 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-08-01 00:00:00,26.9,,,,,,21.7,,,,Islamabad,Pakistan
2015-08-02 00:00:00,26.8,,,,,,14.1,,,,Islamabad,Pakistan
2015-08-03 00:00:00,29.3,,,,,,16.5,,,,Islamabad,Pakistan
2015-08-04 00:00:00,30.2,,,,,,11.7,,,,Islamabad,Pakistan
2015-08-05 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-08-06 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-08-07 00:00:00,31.3,,,,,,20.2,,,,Islamabad,Pakistan
2015-08-08 00:00:00,30.1,27.8,34.8,,,,22.9,,,,Islamabad,Pakistan
2015-08-09 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-08-10 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-08-11 00:00:00,30.9,26.2,34.8,,,,13.8,,,,Islamabad,Pakistan
2015-08-12 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-08-13 00:00:00,27.2,,,,,,12.0,,,,Islamabad,Pakistan
2015-08-14 00:00:00,30.6,24.8,35.3,,,,11.4,,,,Islamabad,Pakistan
2015-08-15 00:00:00,27.4,,,,,,13.9,,,,Islamabad,Pakistan
2015-08-16 00:00:00,29.1,24.2,34.8,,,,10.8,,,,Islamabad,Pakistan
2015-08-17 00:00:00,30.3,25.7,34.8,,,,13.6,,,,Islamabad,Pakistan
2015-08-18 00:00:00,30.5,25.8,35.8,,,,14.9,,,,Islamabad,Pakistan
2015-08-19 00:00:00,30.4,,,,,,19.2,,,,Islamabad,Pakistan
2015-08-20 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-08-21 00:00:00,27.7,22.8,32.8,,,,18.8,,,,Islamabad,Pakistan
2015-08-22 00:00:00,28.6,23.7,33.8,,,,13.3,,,,Islamabad,Pakistan
2015-08-23 00:00:00,28.9,25.7,31.8,,,,16.5,,,,Islamabad,Pakistan
2015-08-24 00:00:00,28.9,,,,,,21.7,,,,Islamabad,Pakistan
2015-08-25 00:00:00,28.8,22.7,33.8,,,,13.9,,,,Islamabad,Pakistan
2015-08-26 00:00:00,29.6,22.8,34.8,,,,10.3,,,,Islamabad,Pakistan
2015-08-27 00:00:00,29.3,22.8,35.8,,,,18.5,,,,Islamabad,Pakistan
2015-08-28 00:00:00,28.1,20.8,34.8,,,,11.6,,,,Islamabad,Pakistan
2015-08-29 00:00:00,30.4,24.8,34.8,,,,9.5,,,,Islamabad,Pakistan
2015-08-30 00:00:00,27.6,24.7,33.8,,,,15.8,,,,Islamabad,Pakistan
2015-08-31 00:00:00,28.6,23.2,34.8,16.5,,,12.4,,,,Islamabad,Pakistan
2015-09-01 00:00:00,28.8,21.8,34.8,,,,10.0,,,,Islamabad,Pakistan
2015-09-02 00:00:00,29.5,22.8,34.8,,,,12.7,,,,Islamabad,Pakistan
2015-09-03 00:00:00,28.0,20.8,32.8,,,,18.5,,,,Islamabad,Pakistan
2015-09-04 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-09-05 00:00:00,28.3,,,,,,14.8,,,,Islamabad,Pakistan
2015-09-06 00:00:00,27.2,,,,,,15.2,,,,Islamabad,Pakistan
2015-09-07 00:00:00,27.7,21.8,33.8,,,,12.4,,,,Islamabad,Pakistan
2015-09-08 00:00:00,28.4,21.7,34.8,,,,13.6,,,,Islamabad,Pakistan
2015-09-09 00:00:00,29.0,21.7,33.8,,,,12.6,,,,Islamabad,Pakistan
2015-09-10 00:00:00,29.1,21.8,35.8,,,,10.4,,,,Islamabad,Pakistan
2015-09-11 00:00:00,30.2,,,,,,10.8,,,,Islamabad,Pakistan
2015-09-12 00:00:00,28.7,21.7,35.8,,,,8.4,,,,Islamabad,Pakistan
2015-09-13 00:00:00,29.5,22.8,35.8,0.0,,,9.5,,,,Islamabad,Pakistan
2015-09-14 00:00:00,29.6,24.8,37.3,0.0,,,9.6,,,,Islamabad,Pakistan
2015-09-15 00:00:00,30.4,24.7,35.8,,,,12.4,,,,Islamabad,Pakistan
2015-09-16 00:00:00,28.8,24.8,35.8,,,,18.9,,,,Islamabad,Pakistan
2015-09-17 00:00:00,29.3,23.7,34.8,,,,11.3,,,,Islamabad,Pakistan
2015-09-18 00:00:00,29.1,22.7,34.8,,,,8.6,,,,Islamabad,Pakistan
2015-09-19 00:00:00,30.1,24.7,35.8,,,,13.5,,,,Islamabad,Pakistan
2015-09-20 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-09-21 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-09-22 00:00:00,21.2,17.7,25.8,,,,20.2,,,,Islamabad,Pakistan
2015-09-23 00:00:00,20.7,17.7,25.2,,,,16.9,,,,Islamabad,Pakistan
2015-09-24 00:00:00,24.6,19.2,30.8,,,,7.4,,,,Islamabad,Pakistan
2015-09-25 00:00:00,26.2,20.2,30.8,,,,6.2,,,,Islamabad,Pakistan
2015-09-26 00:00:00,24.6,18.7,31.8,,,,13.3,,,,Islamabad,Pakistan
2015-09-27 00:00:00,24.8,,,,,,,,,,Islamabad,Pakistan
2015-09-28 00:00:00,25.7,20.2,31.8,,,,9.4,,,,Islamabad,Pakistan
2015-09-29 00:00:00,24.3,21.7,30.3,0.0,,,22.5,,,,Islamabad,Pakistan
2015-09-30 00:00:00,24.9,16.8,32.8,,,,9.8,,,,Islamabad,Pakistan
2015-10-01 00:00:00,25.6,,,,,,6.5,,,,Islamabad,Pakistan
2015-10-02 00:00:00,25.8,19.8,33.8,,,,7.5,,,,Islamabad,Pakistan
2015-10-03 00:00:00,25.6,19.2,31.8,,,,8.4,,,,Islamabad,Pakistan
2015-10-04 00:00:00,26.2,20.2,32.8,,,,7.7,,,,Islamabad,Pakistan
2015-10-05 00:00:00,27.1,20.7,33.2,,,,6.8,,,,Islamabad,Pakistan
2015-10-06 00:00:00,26.6,20.8,32.8,,,,12.6,,,,Islamabad,Pakistan
2015-10-07 00:00:00,27.4,21.8,32.8,,,,12.1,,,,Islamabad,Pakistan
2015-10-08 00:00:00,26.0,,,,,,7.1,,,,Islamabad,Pakistan
2015-10-09 00:00:00,25.8,,,,,,,,,,Islamabad,Pakistan
2015-10-10 00:00:00,26.5,21.2,32.8,,,,8.0,,,,Islamabad,Pakistan
2015-10-11 00:00:00,27.6,,33.3,0.0,,,5.2,,,,Islamabad,Pakistan
2015-10-12 00:00:00,27.4,,33.8,0.0,,,,,,,Islamabad,Pakistan
2015-10-13 00:00:00,26.7,,,,,,11.1,,,,Islamabad,Pakistan
2015-10-14 00:00:00,23.0,18.8,24.8,,,,18.7,,,,Islamabad,Pakistan
2015-10-15 00:00:00,22.9,17.2,29.3,0.0,,,7.3,,,,Islamabad,Pakistan
2015-10-16 00:00:00,24.2,17.3,30.8,0.0,,,9.0,,,,Islamabad,Pakistan
2015-10-17 00:00:00,24.1,,30.8,,,,,,,,Islamabad,Pakistan
2015-10-18 00:00:00,24.4,18.8,30.8,,,,10.8,,,,Islamabad,Pakistan
2015-10-19 00:00:00,20.5,17.7,24.8,,,,28.1,,,,Islamabad,Pakistan
2015-10-20 00:00:00,20.8,15.7,27.2,,,,13.3,,,,Islamabad,Pakistan
2015-10-21 00:00:00,21.4,15.7,28.8,,,,7.5,,,,Islamabad,Pakistan
2015-10-22 00:00:00,21.3,15.7,29.8,,,,9.2,,,,Islamabad,Pakistan
2015-10-23 00:00:00,21.3,,,,,,6.1,,,,Islamabad,Pakistan
2015-10-24 00:00:00,19.9,15.8,24.7,,,,19.6,,,,Islamabad,Pakistan
2015-10-25 00:00:00,14.9,,20.7,6.1,,,24.4,,,,Islamabad,Pakistan
2015-10-26 00:00:00,16.8,13.8,20.8,,,,11.2,,,,Islamabad,Pakistan
2015-10-27 00:00:00,17.2,,,,,,14.6,,,,Islamabad,Pakistan
2015-10-28 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-10-29 00:00:00,18.5,10.8,26.8,,,,5.2,,,,Islamabad,Pakistan
2015-10-30 00:00:00,18.9,12.8,25.8,,,,8.0,,,,Islamabad,Pakistan
2015-10-31 00:00:00,19.3,,,,,,5.8,,,,Islamabad,Pakistan
2015-11-01 00:00:00,19.4,12.8,26.8,,,,5.4,,,,Islamabad,Pakistan
2015-11-02 00:00:00,20.6,,,,,,5.1,,,,Islamabad,Pakistan
2015-11-03 00:00:00,20.7,17.7,25.8,,,,7.6,,,,Islamabad,Pakistan
2015-11-04 00:00:00,16.6,,,,,,23.1,,,,Islamabad,Pakistan
2015-11-05 00:00:00,16.2,12.8,20.3,0.0,,,11.0,,,,Islamabad,Pakistan
2015-11-06 00:00:00,16.7,9.8,23.8,,,,7.9,,,,Islamabad,Pakistan
2015-11-07 00:00:00,17.1,11.7,22.8,,,,3.1,,,,Islamabad,Pakistan
2015-11-08 00:00:00,17.2,,,,,,2.2,,,,Islamabad,Pakistan
2015-11-09 00:00:00,15.8,12.7,19.8,,,,8.4,,,,Islamabad,Pakistan
2015-11-10 00:00:00,15.1,,,,,,8.7,,,,Islamabad,Pakistan
2015-11-11 00:00:00,14.9,,,,,,,,,,Islamabad,Pakistan
2015-11-12 00:00:00,,,,,,,,,,,Islamabad,Pakistan
2015-11-13 00:00:00,16.9,,,,,,15.9,,,,Islamabad,Pakistan
2015-11-14 00:00:00,17.3,,,,,,6.0,,,,Islamabad,Pakistan
2015-11-15 00:00:00,17.2,9.8,24.8,,,,6.7,,,,Islamabad,Pakistan
2015-11-16 00:00:00,16.9,,,,,,12.5,,,,Islamabad,Pakistan
2015-11-17 00:00:00,15.9,,,,,,,,,,Islamabad,Pakistan
2015-11-18 00:00:00,15.8,9.8,24.8,,,,7.6,,,,Islamabad,Pakistan
2015-11-19 00:00:00,16.6,9.7,26.3,0.0,,,3.4,,,,Islamabad,Pakistan
2015-11-20 00:00:00,16.1,9.8,24.8,,,,4.7,,,,Islamabad,Pakistan
2015-11-21 00:00:00,16.3,8.8,24.8,,,,4.2,,,,Islamabad,Pakistan
2015-11-22 00:00:00,15.9,,,,,,5.3,,,,Islamabad,Pakistan
2015-11-23 00:00:00,15.5,9.8,21.8,,,,6.2,,,,Islamabad,Pakistan
2015-11-24 00:00:00,15.9,9.7,23.8,,,,11.0,,,,Islamabad,Pakistan
2015-11-25 00:00:00,14.0,10.7,18.8,,,,6.7,,,,Islamabad,Pakistan
2015-11-26 00:00:00,15.0,,,,,,10.7,,,,Islamabad,Pakistan
2015-11-27 00:00:00,13.9,7.8,22.8,,,,5.0,,,,Islamabad,Pakistan
